startTime,count
2023-06-18 22:36:38,0
2023-06-18 22:36:39,0
2023-06-18 22:36:40,0
2023-06-18 22:36:41,0
2023-06-18 22:36:42,0
2023-06-18 22:36:43,0
2023-06-18 22:36:44,0
2023-06-18 22:36:45,0
2023-06-18 22:36:46,0
2023-06-18 22:36:47,0
2023-06-18 22:36:48,0
2023-06-18 22:36:49,0
2023-06-18 22:36:50,0
2023-06-18 22:36:51,0
2023-06-18 22:36:52,0
2023-06-18 22:36:53,0
2023-06-18 22:36:54,0
2023-06-18 22:36:55,0
2023-06-18 22:36:56,0
2023-06-18 22:36:57,0
2023-06-18 22:36:58,0
2023-06-18 22:36:59,0
2023-06-18 22:37:00,0
2023-06-18 22:37:01,0
2023-06-18 22:37:02,0
2023-06-18 22:37:03,0
2023-06-18 22:37:04,0
2023-06-18 22:37:05,0
2023-06-18 22:37:06,0
2023-06-18 22:37:07,0
2023-06-18 22:37:08,0
2023-06-18 22:37:09,0
2023-06-18 22:37:10,0
2023-06-18 22:37:11,0
2023-06-18 22:37:12,0
2023-06-18 22:37:13,0
2023-06-18 22:37:14,0
2023-06-18 22:37:15,0
2023-06-18 22:37:16,0
2023-06-18 22:37:17,0
2023-06-18 22:37:18,0
2023-06-18 22:37:19,0
2023-06-18 22:37:20,0
2023-06-18 22:37:21,0
2023-06-18 22:37:22,0
2023-06-18 22:37:23,0
2023-06-18 22:37:24,0
2023-06-18 22:37:25,0
2023-06-18 22:37:26,0
2023-06-18 22:37:27,0
2023-06-18 22:37:28,0
2023-06-18 22:37:29,0
2023-06-18 22:37:30,0
2023-06-18 22:37:31,0
2023-06-18 22:37:32,0
2023-06-18 22:37:33,0
2023-06-18 22:37:34,0
2023-06-18 22:37:35,0
2023-06-18 22:37:36,0
2023-06-18 22:37:37,0
2023-06-18 22:37:38,0
2023-06-18 22:37:39,0
2023-06-18 22:37:40,0
2023-06-18 22:37:41,0
2023-06-18 22:37:42,0
2023-06-18 22:37:43,0
2023-06-18 22:37:44,0
2023-06-18 22:37:45,0
2023-06-18 22:37:46,0
2023-06-18 22:37:47,0
2023-06-18 22:37:48,0
2023-06-18 22:37:49,0
2023-06-18 22:37:50,0
2023-06-18 22:37:51,0
2023-06-18 22:37:52,0
2023-06-18 22:37:53,0
2023-06-18 22:37:54,0
2023-06-18 22:37:55,0
2023-06-18 22:37:56,0
2023-06-18 22:37:57,0
2023-06-18 22:37:58,0
2023-06-18 22:37:59,0
2023-06-18 22:38:00,0
2023-06-18 22:38:01,0
2023-06-18 22:38:02,0
2023-06-18 22:38:03,0
2023-06-18 22:38:04,0
2023-06-18 22:38:05,0
2023-06-18 22:38:06,0
2023-06-18 22:38:07,0
2023-06-18 22:38:08,0
2023-06-18 22:38:09,0
2023-06-18 22:38:10,0
2023-06-18 22:38:11,0
2023-06-18 22:38:12,0
2023-06-18 22:38:13,0
2023-06-18 22:38:14,0
2023-06-18 22:38:15,0
2023-06-18 22:38:16,0
2023-06-18 22:38:17,0
2023-06-18 22:38:18,0
2023-06-18 22:38:19,0
2023-06-18 22:38:20,0
2023-06-18 22:38:21,0
2023-06-18 22:38:22,0
2023-06-18 22:38:23,0
2023-06-18 22:38:24,0
2023-06-18 22:38:25,0
2023-06-18 22:38:26,0
2023-06-18 22:38:27,0
2023-06-18 22:38:28,0
2023-06-18 22:38:29,0
2023-06-18 22:38:30,0
2023-06-18 22:38:31,2
2023-06-18 22:38:32,0
2023-06-18 22:38:33,0
2023-06-18 22:38:34,0
2023-06-18 22:38:35,0
2023-06-18 22:38:36,0
2023-06-18 22:38:37,0
2023-06-18 22:38:38,0
2023-06-18 22:38:39,0
2023-06-18 22:38:40,0
2023-06-18 22:38:41,0
2023-06-18 22:38:42,0
2023-06-18 22:38:43,0
2023-06-18 22:38:44,0
2023-06-18 22:38:45,0
2023-06-18 22:38:46,0
2023-06-18 22:38:47,0
2023-06-18 22:38:48,0
2023-06-18 22:38:49,2
