startTime,count
2023-06-18 22:16:56,6
2023-06-18 22:16:57,0
2023-06-18 22:16:58,0
2023-06-18 22:16:59,0
2023-06-18 22:17:00,0
2023-06-18 22:17:01,0
2023-06-18 22:17:02,0
2023-06-18 22:17:03,0
2023-06-18 22:17:04,0
2023-06-18 22:17:05,0
2023-06-18 22:17:06,0
2023-06-18 22:17:07,0
2023-06-18 22:17:08,0
2023-06-18 22:17:09,0
2023-06-18 22:17:10,0
2023-06-18 22:17:11,0
2023-06-18 22:17:12,0
2023-06-18 22:17:13,0
2023-06-18 22:17:14,0
2023-06-18 22:17:15,0
2023-06-18 22:17:16,0
2023-06-18 22:17:17,0
2023-06-18 22:17:18,0
2023-06-18 22:17:19,0
2023-06-18 22:17:20,0
2023-06-18 22:17:21,0
2023-06-18 22:17:22,0
2023-06-18 22:17:23,0
2023-06-18 22:17:24,0
2023-06-18 22:17:25,0
2023-06-18 22:17:26,0
2023-06-18 22:17:27,0
2023-06-18 22:17:28,0
2023-06-18 22:17:29,0
2023-06-18 22:17:30,0
2023-06-18 22:17:31,0
2023-06-18 22:17:32,0
2023-06-18 22:17:33,0
2023-06-18 22:17:34,0
2023-06-18 22:17:35,0
2023-06-18 22:17:36,0
2023-06-18 22:17:37,0
2023-06-18 22:17:38,0
2023-06-18 22:17:39,0
2023-06-18 22:17:40,0
2023-06-18 22:17:41,0
2023-06-18 22:17:42,0
2023-06-18 22:17:43,0
2023-06-18 22:17:44,0
2023-06-18 22:17:45,0
2023-06-18 22:17:46,0
2023-06-18 22:17:47,0
2023-06-18 22:17:48,0
2023-06-18 22:17:49,0
2023-06-18 22:17:50,0
2023-06-18 22:17:51,0
2023-06-18 22:17:52,0
2023-06-18 22:17:53,0
2023-06-18 22:17:54,0
2023-06-18 22:17:55,0
2023-06-18 22:17:56,0
2023-06-18 22:17:57,0
2023-06-18 22:17:58,0
2023-06-18 22:17:59,0
2023-06-18 22:18:00,0
2023-06-18 22:18:01,0
2023-06-18 22:18:02,0
2023-06-18 22:18:03,0
2023-06-18 22:18:04,0
2023-06-18 22:18:05,0
2023-06-18 22:18:06,0
2023-06-18 22:18:07,0
2023-06-18 22:18:08,0
2023-06-18 22:18:09,0
2023-06-18 22:18:10,0
2023-06-18 22:18:11,0
2023-06-18 22:18:12,0
2023-06-18 22:18:13,0
2023-06-18 22:18:14,0
2023-06-18 22:18:15,0
2023-06-18 22:18:16,0
2023-06-18 22:18:17,0
2023-06-18 22:18:18,0
2023-06-18 22:18:19,0
2023-06-18 22:18:20,0
2023-06-18 22:18:21,0
2023-06-18 22:18:22,0
2023-06-18 22:18:23,0
2023-06-18 22:18:24,0
2023-06-18 22:18:25,0
2023-06-18 22:18:26,0
2023-06-18 22:18:27,0
2023-06-18 22:18:28,0
2023-06-18 22:18:29,0
2023-06-18 22:18:30,0
2023-06-18 22:18:31,0
2023-06-18 22:18:32,0
2023-06-18 22:18:33,0
2023-06-18 22:18:34,0
2023-06-18 22:18:35,0
2023-06-18 22:18:36,0
2023-06-18 22:18:37,0
2023-06-18 22:18:38,0
2023-06-18 22:18:39,0
2023-06-18 22:18:40,0
2023-06-18 22:18:41,0
2023-06-18 22:18:42,0
2023-06-18 22:18:43,0
2023-06-18 22:18:44,0
2023-06-18 22:18:45,0
2023-06-18 22:18:46,0
2023-06-18 22:18:47,0
2023-06-18 22:18:48,0
2023-06-18 22:18:49,0
2023-06-18 22:18:50,0
2023-06-18 22:18:51,0
2023-06-18 22:18:52,0
2023-06-18 22:18:53,0
2023-06-18 22:18:54,0
2023-06-18 22:18:55,0
